content,score,sentiment_polarity,sentiment_subjective,sentiment_rating,clean_text_final
gila ya bisa bisanya pembayaran via gopay diilangin,1,0.0,0.0,Negative,gila bayar via gopay
dah tidak bisa bayar pake gopay,3,0.0,0.0,Neutral,dah bayar pake gopay
ok,5,0.5,0.5,Positive,
baru daftar,5,0.0,0.0,Positive,daftar
bug mulu,1,0.0,0.0,Negative,bug mulu
lumayan,5,0.0,0.0,Positive,lumayan
e wallet saya masa cuma astra pay dan i saku aja gopay dana dll kok bisa tidak ada sih,3,0.0,0.0,Neutral,wallet astra saku gopay dana
tidak jelas  kok akun saya hilang tidak terdaftar ,1,0.0,0.0,Negative,akun hilang daftar
good job,5,0.7,0.6000000000000001,Positive,good job
bukannya mempermudah malah mempersulit payment ewallet malah dihapus aneh,1,0.0,0.0,Negative,mudah sulit payment ewallet hapus aneh
sangat membantu dalam perjalanan,5,0.0,0.0,Positive,bantu jalan
sudah daftar dan berhasil tapi aplikasi keluar sendiribagaimana mau pakainya harus di benahi lagi,1,0.0,0.0,Negative,daftar hasil pakai
bagus,5,0.0,0.0,Positive,bagus
aaplikasinya bagus banget,5,0.0,0.0,Positive,bagus
good,5,0.7,0.6000000000000001,Positive,good
tidak bisa daftar mentok di otp karna ngak dikirim kirim,1,0.0,0.0,Negative,daftar otp karna ngak kirim kirim
kenapa tidak bisa bayar pake gopay dan ovo lagi bukannya dipermudah malah jadi sulit pembayaran tiket nya ya sudah uninstall saja karena jadi tidak kepake lagi aplikasinya,1,0.0,0.0,Negative,bayar pake gopay ovo mudah sulit bayar tiket uninstall aplikasi
lebih nyaman ketika bisa bayar pakai gopay atau ovo,3,0.0,0.0,Neutral,nyaman bayar pakai gopay ovo
ok,5,0.5,0.5,Positive,
aku ingin menjadi warga jakarta kelas dunia,5,0.0,0.0,Positive,warga jakarta kelas dunia
metode pembayaran sangat terbatas saya tidak punya blu atau i saku tidak bisa pakai,1,0.0,0.0,Negative,metode bayar batas blu saku pakai
aplikasi tidak jelas tidak bisa verifikasi no hp,1,0.0,0.0,Negative,verifikasi hp
mantap joss,5,0.0,0.0,Positive,mantap
payment channel untuk beli tiket sangat terbatas metode yang tidak semua orang pakai,1,0.0,0.0,Negative,payment beli tiket batas metode orang pakai
uninstall apknya krna skrg lebih ribet metode pembayaran ewallet sprti ovo dan gopay tidak ada,1,0.0,0.0,Negative,uninstall apknya skrg ribet metode bayar ewallet ovo gopay
per 1 juli makin dipersulit dan waktunya uninstall karena metode gopay dan ovo sudah tidak tersedia,1,0.0,0.0,Negative,juli sulit uninstall metode gopay ovo sedia
terimajasih,5,0.0,0.0,Positive,
ok,5,0.5,0.5,Positive,
sangat membantu untuk meningkatkan aktivitas saya,5,0.0,0.0,Positive,bantu tingkat
kok sekarang sudah tidak bisa bayar pake ovo atau dana ya jadi males pakenya,1,0.0,0.0,Negative,bayar pake ovo dana males
repot,1,0.0,0.0,Negative,repot
sudah tidak ramah pembiayaan terlalu banyak unsur politik dan bisnisnya males,1,0.0,0.0,Negative,ramah biaya bisnis males
sangat perlu,5,0.0,0.0,Positive,
mantapp,5,0.0,0.0,Positive,
payah makin lama opsi pembayaran semakin sedikit saya dari awalnya link aja kemudian link saja tidak ada kemudian saya harus pindah ke gopay sekarang gopay juga tidak ada mohon di tingkatkan,1,0.0,0.0,Negative,payah opsi bayar link link gopay gopay mohon tingkat
sudah ber kali2 reset password tetep saja dibilang salah password heran,1,0.0,0.0,Negative,reset password tetep bilang salah password heran
dear mrtj aplikasi teamtolong tambahkan fitur history pada fitur cek saldo mass rapid transit multi tripterima kasihsemangat terus team,5,0.0,0.0,Positive,tambah fitur fitur cek saldo mass rapid transit
bikin ribet saja ngilangin metode pembayaran gopay dll,1,0.0,0.0,Negative,bikin ribet metode bayar gopay
e wallet malah ovogopay dkk malah dihapus jadi ribet,1,0.0,0.0,Negative,wallet hapus ribet
bikin ribet saja dah sudah bagus bisa bayar pakai gopayovodana ini malah dipersulit alternatif pembayarannya dengan menghilangkan ewallet itu,2,0.0,0.0,Negative,bikin ribet dah bagus bayar pakai sulit bayar hilang ewallet
good,5,0.7,0.6000000000000001,Positive,good
ok sangat membantu,5,0.5,0.5,Positive,bantu
pembayaran nya dikit parah banget sekarang,1,0.0,0.0,Negative,bayar dikit parah
coba dulu,3,0.0,0.0,Neutral,coba
bintang 4 dulu yaasaya baru download apk ini dan baru mau coba gunakan mrt semoga memuaskan,4,0.0,0.0,Positive,bintang download apk coba moga muas
mending dibuat macem kai acces yang bisa bayar menggunakan qris jadi tidak macem2 dompet digital dipake,1,0.0,0.0,Negative,mending kai bayar qris dipake
untuk sementara ksih bintang 4 dulu jika bgus banget nanti ksih bintang 5,4,0.0,0.0,Positive,bintang bgus bintang
kesell bngttt sudah bagus2 pembayaran bisa melalui dana tpi malah dihapuss yang ada cuma 2 yang banyak org tidak tau ngeselin bngtt,1,0.0,0.0,Negative,bayar dana org tau
uninstall karna ngga bisa bayar pake ov gpay lagi 🥲,3,0.0,0.0,Neutral,uninstall karna ngga bayar pake
sudah tidak bisa bayar pake ovo sama gopay lagi,1,0.0,0.0,Negative,bayar pake ovo gopay
kemarin msh bisa bayar pake opsi dan dan ovo knp skrng tidak ada opsi pembayaran menggunakan dana dan ovo knp hrs pke astra pay,3,0.0,0.0,Neutral,kemarin bayar pake opsi ovo knp skrng opsi bayar dana ovo knp hrs pke astra
jadi tidak berguna semenjak pembayaran sangat terbatas,1,0.0,0.0,Negative,guna bayar batas
bagus,5,0.0,0.0,Positive,bagus
uda betul pakai ewalet kaya gopay ovo link malah di apusin bisnis sih bisnis tapi bikin susah pengguna mass rapid transit,1,0.0,0.0,Negative,pakai kaya gopay ovo link bisnis bisnis bikin susah guna mass rapid transit
mass rapid transit bukannya lebih baik kok malah down grade sih harusnya makin lama customer makin dipermudah dengan accsess untuk menggunakan mass rapid transit biar makin banyak yang akan menggunakan transportasi umum ini kok yang tadi nya kita bisa beli tiket dengan ovo dana gopay yang memang sebagian besar masyarakat menggunakannya mulai 1 juli kok malah dihilangkan coba belajar dari commuter malah skrg bisa menggunakan itu  jujur kecewa sih,1,-0.15555555555555556,0.2888888888888889,Negative,mass rapid transit mudah mass rapid transit biar transportasi beli tiket ovo dana gopay masyarakat guna juli hilang coba ajar skrg jujur kecewa
mau coba dulu,4,0.0,0.0,Positive,coba
kalau bisa gabung 1 aplikasi ke mrl acces donk kebanyakan aplikasi dalam 1 hp,4,0.0,0.0,Positive,gabung donk banyak hp
good,4,0.7,0.6000000000000001,Positive,good
mantap,5,0.0,0.0,Positive,mantap
uninstal aplikasi laah download aplikasi kan agar mudah melakukan pembayaran pake gopay  ovo eeh malah di hapus metode pembayarannya bye bye,1,0.0,0.0,Negative,download mudah bayar pake gopay ovo hapus metode bayar
ok,5,0.5,0.5,Positive,
bagus,5,0.0,0.0,Positive,bagus
ok,5,0.5,0.5,Positive,
pelayanan nya professional👍,5,0.0,0.0,Positive,layan
sangat membantu,5,0.0,0.0,Positive,bantu
pada saat pengriman otp tidak bisa tidak ada sms sama sekaliii tolong benerin lagi tim develope nya,1,0.0,0.0,Negative,otp sms tim
tidak ada masalah sebenarnya di aplikasi cuma kebijakan menghilangkan metode pembayaran gopayovodana per 1 juli itu kebijakan manajemen mass rapid transit paling bodoh tidak sekalian balik ke jaman purbakala,1,0.0,0.0,Negative,hilang metode bayar juli manajemen mass rapid transit bodoh jaman
kesulitan daftar kode otp tidak terkirim,2,0.0,0.0,Negative,sulit daftar kode otp kirim
mantap,5,0.0,0.0,Positive,mantap
oke boss,5,0.0,0.0,Positive,oke boss
nunggu otp nya lama banget akhirnya uninstall saja,1,0.0,0.0,Negative,otp uninstall
ok,5,0.5,0.5,Positive,
ok,5,0.5,0.5,Positive,
baru mau nyoba sihh bismillahirrahmanirrahim,5,0.0,0.0,Positive,nyoba
bagus,5,0.0,0.0,Positive,bagus
good,5,0.7,0.6000000000000001,Positive,good
mantaaph dan kereen,5,0.0,0.0,Positive,kereen
cepat aplikasinya,5,0.0,0.0,Positive,cepat aplikasi
manfaat mass rapid transit,5,0.0,0.0,Positive,manfaat mass rapid transit
ribet beli tiket pilih st berangkat dan tujuan salah pilihtiket hangus,1,0.0,0.0,Negative,ribet beli tiket pilih berangkat tuju salah
tidak dapet kode otp,1,0.0,0.0,Negative,kode otp
naik mass rapid transit supaya tidak macet,5,0.0,0.0,Positive,mass rapid transit macet
crooot,5,0.0,0.0,Positive,
bagus dan memudahkan,5,0.0,0.0,Positive,bagus mudah
mass rapid transit jakarta,5,0.0,0.0,Positive,mass rapid transit jakarta
mantap sekali,5,0.0,0.0,Positive,mantap
bagus kalo lupa bawa kartu emoney nya,5,0.0,0.0,Positive,bagus kalo lupa bawa kartu emoney
good,4,0.7,0.6000000000000001,Positive,good
bagus,4,0.0,0.0,Positive,bagus
ok,5,0.5,0.5,Positive,
jos,5,0.0,0.0,Positive,jos
mana ini mau daftar tidak bisa kode otp tidak dpt2 tidak berguna,1,0.0,0.0,Negative,daftar kode otp guna
tidak dapat terima otp untuk registrasi login via google juga tidak bisa aplikasinya juga suka freeze minimal dikasih loading gitu sama fe bug critical kok bisa naik production ya qa nya kemana product managernya bagaimana,1,-0.05,0.7,Negative,otp registrasi login via google aplikasi suka kasih loading gitu bug
keren,5,0.0,0.0,Positive,keren
ampe ngising beling kode otp tidak d kirim,1,0.0,0.0,Negative,kode otp kirim
ok,4,0.5,0.5,Positive,
juosss,5,0.0,0.0,Positive,
daftar minta kode otp g bisa2dari pagi ampe sore,1,0.0,0.0,Negative,daftar kode otp pagi
sangat bagus untuk publik,5,0.0,0.0,Positive,bagus publik
tolong keterangan pengiriman otp disaat registrasi diperjelas kalau otp dikirimkan ke whatsapp ya ditulis kalau dikirimnya ke whatsapp ini malah ditulis sms malah masuknya ke whatsapp gimana sih,1,0.0,0.0,Negative,kirim otp saat registrasi otp kirim whatsapp tulis kirim whatsapp tulis sms masuk whatsapp gimana
suatu kebanggaan,5,0.0,0.0,Positive,bangga
pak anis rasyid baswedan terimakasih,5,0.0,0.0,Positive,terimakasih
sementara kasih 4 dulu,4,0.0,0.0,Positive,
good,5,0.7,0.6000000000000001,Positive,good
makin kereen mass rapid transit jakarta,5,0.0,0.0,Positive,kereen mass rapid transit jakarta
terimakasih mass rapid transit jakarta pelayanan terbaik yang luar biasa singkatnya hp saya mati di stistora mandiri dan selalu gagal untuk top up saldo emoneyjadinya mba cindy petugas stistora mandiri menawarkan untuk di charge hpnya selama 10 menit sudah gitu jaringan di hpku hilang eh mbanya nawarin untuk hotspot karna kalo wifi st harus login dulu lamaaa alhamdulillah akhirnya jadi bisa pulang karna pelayanannya luar biasa angkat mba cindy jadi organik min orang baik pelayananny maksimal,5,0.5,0.5,Positive,terimakasih mass rapid transit jakarta layan baik hp mati gagal top saldo mba tugas menit gitu hilang eh karna kalo wifi login alhamdulillah pulang karna layan mba orang maksimal
mantap,5,0.0,0.0,Positive,mantap
keren,5,0.0,0.0,Positive,keren
mantap pasti lolos tiket scan masuk bisa,5,0.0,0.0,Positive,mantap tiket scan masuk
terbaik ini sih,5,0.0,0.0,Positive,baik
manthaabzzz,5,0.0,0.0,Positive,
semoga berkah,5,0.0,0.0,Positive,moga
keren,5,0.0,0.0,Positive,keren
good,5,0.7,0.6000000000000001,Positive,good
kocak,1,0.0,0.0,Negative,kocak
membantu banget apknya,4,0.0,0.0,Positive,bantu apknya
good,5,0.7,0.6000000000000001,Positive,good
good,5,0.7,0.6000000000000001,Positive,good
good,5,0.7,0.6000000000000001,Positive,good
mantap,5,0.0,0.0,Positive,mantap
ok,5,0.5,0.5,Positive,
trimksh,5,0.0,0.0,Positive,
mantap,5,0.0,0.0,Positive,mantap
sistem teknologinya sgt jelek  tidak flexible account saya di aplikasi mrtj  gagal dihubungkan dengan metode pembayaran ewallet apapun hanya karena nomor handphone ewallet berbeda dg nomor account yang trdaftar du mrtj pun jika mau dihapus akun mrtj tidak bisa  apliasi belum matang tapi sudah dipasarkan atau go public sangat meresahkan,1,0.0,0.06666666666666667,Negative,sistem jelek account gagal hubung metode bayar ewallet nomor handphone ewallet beda dg nomor account hapus akun
susah untuk login,1,0.0,0.0,Negative,susah login
keren aplikasinys,4,0.0,0.0,Positive,keren
bermanfaat,5,0.0,0.0,Positive,manfaat
ok,5,0.5,0.5,Positive,
transportasi umum modern cepat mudah dan murah,5,0.2,0.3,Positive,transportasi modern cepat mudah murah
good,5,0.7,0.6000000000000001,Positive,good
keren,5,0.0,0.0,Positive,keren
aplikasi mudah  simple trims pak anies 66,5,0.0,0.35714285714285715,Positive,mudah simple anies
ok,5,0.5,0.5,Positive,
🥰,5,0.0,0.0,Positive,
lebih baik,5,0.0,0.0,Positive,
sangat berguba,5,0.0,0.0,Positive,
nice,4,0.6,1.0,Positive,nice
belum saya gunakan suatu saat mungkin berguna terimakasih atas info nya,4,0.0,0.0,Positive,guna terimakasih info
bagus,5,0.0,0.0,Positive,bagus
mantab,5,0.0,0.0,Positive,mantab
sy ksh bintang 3 karena belum coba menggunakan mass rapid transit,3,0.0,0.0,Neutral,sy bintang coba mass rapid transit
good job,5,0.7,0.6000000000000001,Positive,good job
sangat membantu dalam perjalanan yang nyaman dan bersih,5,0.0,0.0,Positive,bantu jalan nyaman bersih
aplikasi baik dan yang lebih baik lagi,5,0.0,0.0,Positive,
praktis dan ekonomis,5,0.0,0.0,Positive,praktis
ok,5,0.5,0.5,Positive,
otp tidak masuk2,1,0.0,0.0,Negative,otp masuk2
barakallohu sangat membantu 🙏,4,0.0,0.0,Positive,bantu
lrt is the best lancar n sukses untuk lrt,5,1.0,0.3,Positive,lrt best lancar sukses lrt
bagus,4,0.0,0.0,Positive,bagus
top banget,5,0.5,0.5,Positive,top
mantab,5,0.0,0.0,Positive,mantab
lebih mudah,4,0.0,0.0,Positive,mudah
ok,5,0.5,0.5,Positive,
naik tingkat,5,0.0,0.0,Positive,tingkat
simple dan tidak ribet,5,0.0,0.35714285714285715,Positive,simple ribet
mantap,5,0.0,0.0,Positive,mantap
oke ini untuk moda transportasinya modern👍,5,0.0,0.0,Positive,oke moda transportasi modern
mass rapid transit kerennn,1,0.0,0.0,Negative,mass rapid transit
kasih 3 dulu lok emang iya ntar aku kasih full,3,0.35,0.55,Neutral,emang full
mantap,5,0.0,0.0,Positive,mantap
baru download belum tau lebih banyak semoga aplikasi ini membantu mksh,4,0.0,0.0,Positive,download tau moga bantu
👌👍👍💯,5,0.0,0.0,Positive,
kerennn,5,0.0,0.0,Positive,
aplikasi yang bagus untuk mempermudah costumer,4,0.0,0.0,Positive,bagus mudah
ok,5,0.5,0.5,Positive,
aplikasi kocak tidak bisa login dengan google,1,0.0,0.0,Negative,kocak login google
kode otp tidak muncul² sudah di ulang² ttp tidak bisa,5,0.0,0.0,Positive,kode otp muncul ulang
senang ada transportasi ini sangat mempermudah transportasi simple cepat tepat,5,0.0,0.35714285714285715,Positive,senang transportasi mudah transportasi simple cepat
semoga aplikasi ini bisa mempermudah gerak kegiatan warga jakart,5,0.0,0.0,Positive,moga mudah warga
ok,5,0.5,0.5,Positive,
belum tau,5,0.0,0.0,Positive,tau
mantap,5,0.0,0.0,Positive,mantap
good apps,5,0.7,0.6000000000000001,Positive,good apps
muantab,5,0.0,0.0,Positive,
good news,5,0.7,0.6000000000000001,Positive,good
puas sekali,5,0.0,0.0,Positive,
mantaps,5,0.0,0.0,Positive,
jos,5,0.0,0.0,Positive,jos
aplikasi bagus,5,0.0,0.0,Positive,bagus
parah aplikasi apaan ini mau daftar tidak bisa sudah sampai masukin pin katanya cek nomer hp dan email,1,0.0,0.0,Negative,parah daftar masukin pin cek nomer hp email
aplikasi yang sangat berguna,4,0.0,0.0,Positive,guna
okey,5,0.0,0.0,Positive,
mantap,5,0.0,0.0,Positive,mantap
mudah  membantu,5,0.0,0.0,Positive,mudah bantu
ok,5,0.5,0.5,Positive,
tadi saya daftar memakai email dan nomor telepon ketika sudah dapat kode otp lalu saya masukkan koq tidak bisa terus saya minta kode otp lagi tibatiba aplikasinya ngelag terus dapat kiriman wa otpnya banyak pas mau daftar lagi register failed saya tidak tahu mau daftar kaya gimana lagi akhirnya saya nyerah aja saya pikir aplikasi ini tidak ada maintenance nya,1,-0.5,0.3,Negative,daftar pakai email nomor telepon kode otp masuk kode otp aplikasi kirim wa otpnya pas daftar register failed daftar kaya gimana
great,5,0.8,0.75,Positive,great
menyenangkan bersama keluarga bisa sampai tujuan dengan cepat dan biaya murah,5,0.0,0.0,Positive,senang tuju cepat biaya murah
aplikasi tidak jelasudah dimasukin otpnya secara bener tetep tidak bisa wkwkwk milik negara kwalitas jelek dwitnya di korup ya,1,0.0,0.0,Negative,otpnya bener tetep milik jelek
agak lola,3,0.0,0.0,Neutral,
ok,5,0.5,0.5,Positive,
sangat baik,5,0.0,0.0,Positive,
banyak bug terutama pas login,2,0.0,0.0,Negative,bug pas login
ok,2,0.5,0.5,Negative,
sering ngebug anjing,1,0.0,0.0,Negative,
payah kode otp gamasuk2,1,0.0,0.0,Negative,payah kode otp
mntap,5,0.0,0.0,Positive,
semoga lancar  masih bakal berubah rating kalau ketemu bug,5,0.0,0.0,Positive,moga lancar ubah rating bug
👍,5,0.0,0.0,Positive,
sering2 saja ngk bsa diakses mau cri kemudahan malah makin sulit,1,0.0,0.0,Negative,bsa akses mudah sulit
saat info akan mengirim nomer konfirmasi hanya memberikan data nomer telepon harusnya infokan dengan whats aplikasi,1,0.0,0.0,Negative,info kirim nomer konfirmasi data nomer telepon info
keren nieh pakai aplikasi ini sangat membantu,5,0.0,0.0,Positive,keren pakai bantu
👍👍👍👍,5,0.0,0.0,Positive,
sementara dulu,4,0.0,0.0,Positive,
mafia boss nyonya,5,0.0,0.0,Positive,boss
good,5,0.7,0.6000000000000001,Positive,good
ok,5,0.5,0.5,Positive,
bravo mass rapid transit maju terus pantang mundur jakarta,5,0.0,0.0,Positive,mass rapid transit maju jakarta
masih coba2,4,0.0,0.0,Positive,
keren😎,5,0.0,0.0,Positive,keren
aplikasi sangat bagus,5,0.0,0.0,Positive,bagus
pagi masih bisa login bisa beli tiket setelah sampai stasiun mass rapid transit lebak bulus aplikasi tidak bisa kebuka 🤣👍 mau tidak mau beli kartu mtt di stasiun rugi 11 ribu buat perjalanan ke kantor kejadian kyk gini tidak sekali 2 kali untung gede yaaa 🤣,1,0.0,0.0,Negative,pagi login beli tiket stasiun mass rapid transit lebak bulus buka  beli kartu stasiun rugi ribu jalan kantor jadi gin kali
lagi penting mau dipake malah arang tidak bisa dipakai otw grab,2,0.0,0.0,Negative,dipake pakai
💗💗,4,0.0,0.0,Positive,
good,5,0.7,0.6000000000000001,Positive,good
mantap,5,0.0,0.0,Positive,mantap
agak ribet registrasinya,4,0.0,0.0,Positive,ribet registrasi
sangat membantu,5,0.0,0.0,Positive,bantu
ok,5,0.5,0.5,Positive,
niceee❤️,5,0.0,0.0,Positive,
saya tidak bisa daftar ke aplikasi gimana si nyuruh orang beli tiket dan aksesnya pake aplikasi tapi gabisa registrasi kalo bikin insfastruktur atau fasilitas satu paket dong jangan setengah setengah,1,0.0,0.0,Negative,daftar gimana si orang beli tiket akses pake gabisa registrasi kalo bikin fasilitas
keren,5,0.0,0.0,Positive,keren
good transportation,5,0.7,0.6000000000000001,Positive,good
keren,5,0.0,0.0,Positive,keren
mass rapid transit jakarta,5,0.0,0.0,Positive,mass rapid transit jakarta
gabisa log in aneh,1,0.0,0.0,Negative,gabisa log aneh
mantap,5,0.0,0.0,Positive,mantap
bru pake sejauh ini belum mendapatkan kendala,5,0.0,0.0,Positive,pake kendala
mantap,5,0.0,0.0,Positive,mantap
ini saya regis yang manual tidak dikirim2 kodenya terus coba login gmail tidak bisa juga tolong segera diperbaiki ya sistem nya terima kasih,1,0.0,0.0,Negative,kode coba login baik sistem
sangat menyenangkan,5,0.0,0.0,Positive,senang
kode otp tidak pernah dikirim login via google tidak mau parah,1,0.0,0.0,Negative,kode otp kirim login via google parah
lemot tiketnya terlalu mahal mass rapid transit turunin harga tiketnya oon,1,0.0,0.0,Negative,lot tiket mahal mass rapid transit harga tiket
waktu register kirim otp ke wa tapi tulisannya dikirim ke sms,1,0.0,0.0,Negative,register kirim otp wa tulis kirim sms
sudah daftar mudah dan cepat tetapi belum dicoba aplikasinya,5,0.0,0.0,Positive,daftar mudah cepat coba aplikasi
luar biasa dahsyat,5,0.0,0.0,Positive,
good,5,0.7,0.6000000000000001,Positive,good
ok,5,0.5,0.5,Positive,
susah amat daftar ny,1,0.0,0.0,Negative,susah daftar ny
mau daftar saja susdah banget g muncul kode dari sms,3,0.0,0.0,Neutral,daftar muncul kode sms
good job,5,0.7,0.6000000000000001,Positive,good job
ok faster,5,0.5,0.5,Positive,
mudah digunakan,5,0.0,0.0,Positive,mudah
mantaap,5,0.0,0.0,Positive,
ok,5,0.5,0.5,Positive,
cuma minta update melulu tapi lemot parah heran,1,0.0,0.0,Negative,update lot parah heran
tidak bisa relogin gantireset password malah dibilang salah padahal abis reset,1,0.0,0.0,Negative,password bilang salah abis reset
mantap,5,0.0,0.0,Positive,mantap
tolong donk bagian it nya atau developer nya untuk memperbaiki masalah teknis seperti kode referalnya tidak muncul muncul maaaf diksh 2 bintang mau mempermudah naik mass rapid transit malah jadi sulit,2,0.0,0.0,Negative,donk developer baik kode muncul muncul bintang mudah mass rapid transit sulit
top,5,0.5,0.5,Positive,top
mantap,5,0.0,0.0,Positive,mantap
good,5,0.7,0.6000000000000001,Positive,good
menunjang transportasi yang handal solusi mencegah bertambahnya kemacetan,5,0.0,0.0,Positive,transportasi solusi tambah macet
aplikasi apaan kode otpnya tidak muncul,1,0.0,0.0,Negative,kode otpnya muncul
wih keren ngebantu,5,0.0,0.0,Positive,keren ngebantu
good apps,5,0.7,0.6000000000000001,Positive,good apps
good right now so because succeses full,5,0.4452380952380952,0.5619047619047619,Positive,good full
pengalaman bersama teman menciba naik mass rapid transit,5,0.0,0.0,Positive,alam mass rapid transit
pelayanan bagus,5,0.0,0.0,Positive,layan bagus
oke,5,0.0,0.0,Positive,oke
keren,4,0.0,0.0,Positive,keren
semoga berguna,5,0.0,0.0,Positive,moga guna
bagus,5,0.0,0.0,Positive,bagus
ok,5,0.5,0.5,Positive,
👍,5,0.0,0.0,Positive,
aplikasi tidak ada guna pake kode verif lwt sms tapi tidak muncul2,1,0.0,0.0,Negative,pake kode lwt sms
good,2,0.7,0.6000000000000001,Negative,good
mantap,5,0.0,0.0,Positive,mantap
mantap,5,0.0,0.0,Positive,mantap
goodlah,5,0.0,0.0,Positive,
tidak niat banget bikin aplikasi nau dftr saja kaga bisa,1,0.0,0.0,Negative,niat bikin kaga
pelayanan penjualan ticket tidak buka,5,0.0,0.0,Positive,layan ticket buka
ok,5,0.5,0.5,Positive,
mantap,5,0.0,0.0,Positive,mantap
jos,5,0.0,0.0,Positive,jos
good,5,0.7,0.6000000000000001,Positive,good
ok,5,0.5,0.5,Positive,
good,5,0.7,0.6000000000000001,Positive,good
mantab,5,0.0,0.0,Positive,mantab
baik,5,0.0,0.0,Positive,
cepat nyaman aman,5,0.0,0.0,Positive,cepat nyaman aman
good job,5,0.7,0.6000000000000001,Positive,good job
mantap,5,0.0,0.0,Positive,mantap
login via akun google tidak bisa daftar akun paa konfirmasi tidak ada sms masuk niat tidak ya bikin aplikasi,1,0.0,0.0,Negative,login via akun google daftar akun konfirmasi sms masuk niat bikin
keren,5,0.0,0.0,Positive,keren
transportasi jakarta yang sangat membantu dengan adanya mass rapid transit jakarta lebih mudah untuk pengguna transportasi umum,5,0.0,0.0,Positive,transportasi jakarta bantu mass rapid transit jakarta mudah guna transportasi
ok,5,0.5,0.5,Positive,
sangat mudah dijangkau dan tepat waktu,5,0.0,0.0,Positive,mudah
blom coba smoga saja aplikasinya bisa mempermudah perjalanan 😊👍,5,0.0,0.0,Positive,coba smoga aplikasi mudah jalan 
masih baru,5,0.0,0.0,Positive,
aplikasi saya gunakan bagus dan sangat membantu terimakasih,5,0.0,0.0,Positive,bagus bantu terimakasih
ribet,1,0.0,0.0,Negative,ribet
mantap,5,0.0,0.0,Positive,mantap
ntaps,5,0.0,0.0,Positive,
bagus,1,0.0,0.0,Negative,bagus
keren mass rapid transit jakarta,5,0.0,0.0,Positive,keren mass rapid transit jakarta
good,5,0.7,0.6000000000000001,Positive,good
bikin akun gabisa otp nya capek,1,0.0,0.0,Negative,bikin akun gabisa otp capek
tidak dapat validasi via sms atau email buat bikin akun parah pagi siang malam dicoba tetep saja gagal,1,0.0,0.0,Negative,via sms email bikin akun parah pagi malam coba tetep gagal
ngak jelas aplikasinya sudah install terus pas mau buat akun kode yang katanya di kirim ke no hp ngak masuk2 sudah sampai install dan uninstall aplikasi ini 3x tapi tetap ngak bisa buat akun,1,0.0,0.0,Negative,ngak aplikasi install pas akun kode kirim hp ngak masuk2 install uninstall ngak akun
ok,5,0.5,0.5,Positive,
cara jitu menghindari kemacetan,5,0.0,0.0,Positive,macet
mantap,5,0.0,0.0,Positive,mantap
saya pnya usaha sampingan jualan hp 2nd dan sudah 15 tahun ngandelin mass rapid transit buat meet up sama pembeli di stasiun mrt biasanya saya meet up cod di pintu pembatas tap masuk mass rapid transit dan tidak kluar stasiun itu sudah selalu sy lakuin dan pas balik ke stasiun tmpat saya tap out tidak prnah diminta beli tiket lagi baru kali ini 1512023 saya tidak bisa tap kluar  trus diminta sama petugas cewek pke hijab n kacamata di mass rapid transit blok a jam 1518 buat beli tiket lagi yang ternyata sama saja tidak bisa tap out,3,0.0,0.0,Neutral,hp mass rapid transit beli stasiun pintu batas tap masuk mass rapid transit kluar stasiun sy pas stasiun tap beli tiket kali tap kluar trus tugas pke mass rapid transit blok jam beli tiket tap
banyak bug,1,0.0,0.0,Negative,bug
lumayan sangat membantu,5,0.0,0.0,Positive,lumayan bantu
transportasi publik yang nyaman dan cepat,5,0.0,0.0,Positive,transportasi publik nyaman cepat
good,5,0.7,0.6000000000000001,Positive,good
bagus,5,0.0,0.0,Positive,bagus
memudahkan untuk yang pertama kali naek mass rapid transit  bayarnya bisa pake link saja atau yang lainnya bisa,5,0.0,0.0,Positive,mudah kali mass rapid transit bayar pake link
membantu,5,0.0,0.0,Positive,bantu
transportasi umum yang sangat bagus,4,0.0,0.0,Positive,transportasi bagus
good,5,0.7,0.6000000000000001,Positive,good
kode otp selalu saja salah padahal saya sudah mengetik sesuai yang dikirim,1,0.0,0.0,Negative,kode otp salah sesuai kirim
sya belom mencoba apknya namun sya memeberikan bintang lima karena suatu pekerja di sana sangat baik kepada saya karna memberi kartu mrtnya dengan percuma terimakasih untuk bpk ,5,0.5,1.0,Positive,coba apknya bintang kerja karna kartu mrtnya terimakasih
baik,5,0.0,0.0,Positive,
sediakan masker untuk pelanggan ketika masker putusrobektdk sesuai jika disuruh membeli diindomaret mass rapid transit sediakan stok jadi tidak mengganggu kenyamanan pelanggan,4,0.0,0.0,Positive,sedia masker langgan masker sesuai suruh beli mass rapid transit sedia ganggu nyaman langgan
sangat mudah dan cepat,1,0.0,0.0,Negative,mudah cepat
good,5,0.7,0.6000000000000001,Positive,good
kereennnn,5,0.0,0.0,Positive,
bagis,5,0.0,0.0,Positive,
bagus dan mempermudah,5,0.0,0.0,Positive,bagus mudah
mantap,5,0.0,0.0,Positive,mantap
mantab,5,0.0,0.0,Positive,mantab
mantap,5,0.0,0.0,Positive,mantap
good,5,0.7,0.6000000000000001,Positive,good
semoga bermanfaat,5,0.0,0.0,Positive,moga manfaat
sangat membantu,5,0.0,0.0,Positive,bantu
mantap sangat menolong tidak perlu lagi harus beli 5 kartu buat bawa 4 anak  cukup scan beres,5,0.0,0.0,Positive,mantap beli kartu bawa anak scan beres
